Product_Name,Specifications,Price,Rating,No_of_Ratings,No_of_Reviews,Maximum_Power,Engine_Capacity,Brake_Front,Tire_Type,Console_Feature,Range,Maximum_Speed,Charging_Time,Brand,Bike_Type
"Kinetic Green E Luna X3 Booking for Ex-Showroom Price (with Portable Charger, Mulberry Red)","Range: 120 kmMaximum Speed: 50 kmphCharging Time: 4 HrTire Type: TubedKinetic Green E LUNA EVs are backed by the following warranties: 36 Months or 40,000 Kms ( whichever occurs earlier )","₹72,290",4.4,302 Ratings & 24 Reviews,302 Ratings & 24 Reviews,,,,"TubedKinetic Green E LUNA EVs are backed by the following warranties: 36 Months or 40,000 Kms ( whichever occurs earlier )",,120 km,50 kmph,4 Hr,Other,Motorcycle
BAJAJ PULSAR NS 125 UG ABS Booking for Ex-Showroom Price,"Maximum Power: 8.82 kW (at 8500 rpm)Engine Capacity: 124.5 ccBrake Front: DiscTire Type: TubelessConsole Feature: Bluetooth Connectivity, Fuel Level Indicator, Tachometer Dial, Turn Signal Indicator (LH & RH), Side Stand Indicator, Digital Clock, Speedometer, Odometer, Trip Meter, ABS Indicator","₹1,06,125",4,240 Ratings & 61 Reviews,240 Ratings & 61 Reviews,8.82 kW (at 8500 rpm),124.5 cc,Disc,Tubeless,"Bluetooth Connectivity, Fuel Level Indicator, Tachometer Dial, Turn Signal Indicator (LH & RH), Side Stand Indicator, Digital Clock, Speedometer, Odometer, Trip Meter, ABS Indicator",,,,Bajaj,Motorcycle
"Joy e-bike Gen Next Nanu Eco Booking for Ex-Showroom Price (with Portable Charger, White)",Range: 90 kmMaximum Speed: 45 kmphCharging Time: 5.5 HrsTire Type: TubelessBattery: 3 years on battery and 1 year on respective other parts,"₹67,304",3.7,240 Ratings & 61 Reviews,240 Ratings & 61 Reviews,,,,TubelessBattery: 3 years on battery and 1 year on respective other parts,,90 km,45 kmph,5.5 Hrs,Other,Motorcycle
"Raptee.Hv T30 Booking for Ex-Showroom Price (with Portable Charger, Eclipse Black)","Range: 200 kmMaximum Speed: 135 km/hCharging Time: 36 HrTire Type: TubelessRaptee.HV Motorcycles along with the charger come with a warranty for 3 years or 30,000 kilometers, whichever occurs earlier| The warranty on battery unit comprising of the Battery and the Battery management System shall be for a period of 8-year / 80,000 kms, whichever occurs earlier.","₹2,39,000",3.8,240 Ratings & 61 Reviews,240 Ratings & 61 Reviews,,,,"TubelessRaptee.HV Motorcycles along with the charger come with a warranty for 3 years or 30,000 kilometers, whichever occurs earlier| The warranty on battery unit comprising of the Battery and the Battery management System shall be for a period of 8-year / 80,000 kms, whichever occurs earlier.",,200 km,135 km/h,36 Hr,Other,Motorcycle
SUZUKI Avenis Standard Booking for Ex-Showroom Price,Engine Capacity: 124 ccBrake Front: DiscTire Type: TubelessUnder Seat Storage: 21.8 LConsole Feature: Digital Cluster (without Ride connect),"₹90,510",4,"2,269 Ratings & 225 Reviews","2,269 Ratings & 225 Reviews",,124 cc,Disc,TubelessUnder Seat Storage: 21.8 L,Digital Cluster (without Ride connect),,,,Suzuki,Motorcycle
"Green Falco Grey 60KM Booking for Ex-Showroom Price (with Portable Charger, Grey)","Range: 60 kmMaximum Speed: 25 kmphCharging Time: 4 HrTire Type: Tubeless6 Month Manufacturing Warranty for All Electric parts except Normal Wear & Tear, Charger come with 1 Month Replacement Warranty","₹53,999",2,"1,657 Ratings & 201 Reviews","1,657 Ratings & 201 Reviews",,,,"Tubeless6 Month Manufacturing Warranty for All Electric parts except Normal Wear & Tear, Charger come with 1 Month Replacement Warranty",,60 km,25 kmph,4 Hr,Other,Motorcycle
Hero Splendor+ Flex Fuel Booking for Ex-Showroom Price,"Maximum Power: 6.3 kW(with E85) @ 8000 RPMEngine Capacity: 97.2 ccBrake Front: DrumTire Type: TubelessConsole Feature: Digi-Analog MeterHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.
As per policy refer link: https://www.heromotocorp.com/en-in/rider-zone/bike-warranty-details-and-policy.html","₹82,881",4.4,240 Ratings & 61 Reviews,240 Ratings & 61 Reviews,6.3 kW(with E85) @ 8000 RPM,97.2 cc,Drum,Tubeless,,,,,Hero,Motorcycle
TVS Zest Booking for Ex-Showroom Price,"Engine Capacity: 109.7 ccBrake Front: DrumTire Type: TubelessUnder Seat Storage: 19 LConsole Feature: Analog SpeedometerDuring 5 years from the date of purchase or during the first 50,000 km of run for the vehicle in the hands of original retail purchaser, whichever is earlier.","₹72,100",3,"5,258 Ratings & 513 Reviews","5,258 Ratings & 513 Reviews",,109.7 cc,Drum,TubelessUnder Seat Storage: 19 L,Analog Speedometer,,,,TVS,Motorcycle
"Ather Rizta Z 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Pangong...","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km","₹1,82,550",5,"12,660 Ratings & 1,293 Reviews","12,660 Ratings & 1,293 Reviews",,,,"TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
"Chetak C3503 Electric Scooter by Bajaj Auto Booking for Ex-Showroom Price (with Portable Charger, Broo...","Range: 151 kmMaximum Speed: 70 kmphCharging Time: 5 hrTire Type: TubelessColoured LCD DisplayChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.","₹1,24,157",4.4,9 Ratings & 4 Reviews,9 Ratings & 4 Reviews,,,,"TubelessColoured LCD DisplayChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.",,151 km,70 kmph,5 hr,Bajaj,Electric
"VIDA V2 Pro Electric Scooter by Hero MotoCorp Booking for Ex-Showroom Price (with Portable Charger, Gl...","Range: 165 kmMaximum Speed: 90 kmphCharging Time: 5.55 HrTire Type: TubelessIt comes with an overall warranty of 5 years or 50,000 KMs, whichever is earlier. The battery pack comes with a warranty of 3 years or 30,000 KMs, whichever is earlier.","₹1,50,000",5,135 Ratings & 50 Reviews,135 Ratings & 50 Reviews,,,,"TubelessIt comes with an overall warranty of 5 years or 50,000 KMs, whichever is earlier. The battery pack comes with a warranty of 3 years or 30,000 KMs, whichever is earlier.",,165 km,90 kmph,5.55 Hr,Hero,Electric
"Chetak C3502 Electric Scooter by Bajaj Auto Booking for Ex-Showroom Price (with Portable Charger, Broo...","Range: 153 kmMaximum Speed: 80 KmphCharging Time: 5 hrTire Type: TubelessChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. The auxillary battery has a warranty of 18 months and tyres have a warranty of 12 months. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.","₹1,39,939",3,385 Ratings & 40 Reviews,385 Ratings & 40 Reviews,,,,"TubelessChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. The auxillary battery has a warranty of 18 months and tyres have a warranty of 12 months. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.",,153 km,80 Kmph,5 hr,Bajaj,Electric
"Amo Electric Bikes Feisty E1 LI Booking for Ex-Showroom Price (with Portable Charger, Red)",Range: 70 kmMaximum Speed: 25 km/hCharging Time: 4 HrTire Type: Tubeless36 Months Warranty,"₹70,000",4,302 Ratings & 24 Reviews,302 Ratings & 24 Reviews,,,,Tubeless36 Months Warranty,,70 km,25 km/h,4 Hr,Other,Electric
"Ather 450 X 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Cosmic Bl...",Range: 161 kmMaximum Speed: 90 kmphCharging Time: 5.15 HrTire Type: TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,"₹1,88,657",5,240 Ratings & 61 Reviews,240 Ratings & 61 Reviews,,,,TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,,161 km,90 kmph,5.15 Hr,Ather,Motorcycle
"Chetak C3503 Electric Scooter by Bajaj Auto Booking for Ex-Showroom Price (with Portable Charger, Matt...","Range: 151 kmMaximum Speed: 70 kmphCharging Time: 5 hrTire Type: TubelessColoured LCD DisplayChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.","₹1,24,157",5,38 Ratings & 11 Reviews,38 Ratings & 11 Reviews,,,,"TubelessColoured LCD DisplayChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.",,151 km,70 kmph,5 hr,Bajaj,Electric
"Ather Rizta Z 161 KM IDC range Booking for Ex-Showroom Price (with Duo Charger, Terracotta Red Duo)","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessBattery: 3 Years/ 30000 Km 
Vehicle: 3 years / 30000 Km","₹1,57,339",3.7,385 Ratings & 40 Reviews,385 Ratings & 40 Reviews,,,,,,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
"Simple OneS 3.7 kW Booking for Ex-Showroom Price (with Portable Charger, Grace White)","Range: 190 kmMaximum Speed: 90 kmphCharging Time: 4 HrTire Type: Tubeless* Standard Warranty: 3 years/30,000 km, whichever comes first. * Extended Warranty (Battery & Motor) Options:* - Simple Protect: 5 years/50,000 km (whichever comes first) for ?5499*. This offers reliable battery and motor protection for everyday riding confidence. - Simple Super Protect: 8 years/80,000 km (whichever comes first) for ?8499*. This provides maximum coverage for long-term ownership. * Pricing Note: All mentioned prices are exclusive of GST. Terms and conditions apply.","₹1,71,999",4,302 Ratings & 24 Reviews,302 Ratings & 24 Reviews,,,,"Tubeless* Standard Warranty: 3 years/30,000 km, whichever comes first. * Extended Warranty (Battery & Motor) Options:* - Simple Protect: 5 years/50,000 km (whichever comes first) for ?5499*. This offers reliable battery and motor protection for everyday riding confidence. - Simple Super Protect: 8 years/80,000 km (whichever comes first) for ?8499*. This provides maximum coverage for long-term ownership. * Pricing Note: All mentioned prices are exclusive of GST. Terms and conditions apply.",,190 km,90 kmph,4 Hr,Other,Motorcycle
TVS Zest Booking for Ex-Showroom Price,"Engine Capacity: 109.7 ccBrake Front: DrumTire Type: TubelessUnder Seat Storage: 19 LConsole Feature: Analog SpeedometerWhile the Company has taken every care to maintain quality in the manufacture of the TVS Sport, the above saidwarranty is subject to other terms of warranty: During 5 Years from the date of purchase or during the first 60,000 km of run for the vehicle in the hands of originalretail purchaser, whichever is earlier, the parts of the vehicle covered under warranty which prove to the satisfactionof the Company to have a manufacturing defect will be repaired or replaced free of cost.","₹79,097",4,56 Ratings & 14 Reviews,56 Ratings & 14 Reviews,,109.7 cc,Drum,TubelessUnder Seat Storage: 19 L,"Analog SpeedometerWhile the Company has taken every care to maintain quality in the manufacture of the TVS Sport, the above saidwarranty is subject to other terms of warranty: ",,,,TVS,Motorcycle
"Ather 450 X 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Still Whi...",Range: 161 kmMaximum Speed: 90 kmphCharging Time: 5.15 HrTire Type: TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,"₹1,88,761",4.5,5 Ratings & 3 Reviews,5 Ratings & 3 Reviews,,,,TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,,161 km,90 kmph,5.15 Hr,Ather,Motorcycle
"TVS iQube 2.2 kWh Booking for Ex-Showroom Price (With Charger, Walnut Brown)","Range: 75 kmMaximum Speed: 78 kmphCharging Time: 2.75 HrTire Type: TubelessDuring 3 Years from the date of purchase or during the first 50,000 km of run for the vehicle in the hands of original
retail purchaser (3 years and 30000 KM for iQube 09), whichever is earlier, the parts of the vehicle covered under warranty which prove to the satisfaction
of the Company to have a manufacturing defect will be repaired or replaced free of cost.","₹1,15,025",4.5,5 Ratings & 3 Reviews,5 Ratings & 3 Reviews,,,,Tubeless,,75 km,78 kmph,2.75 Hr,TVS,Motorcycle
"Green Invicta Black 60KM Booking for Ex-Showroom Price (with Portable Charger, Black)","Range: 60 kmMaximum Speed: 25 kmphCharging Time: 4 HrTire Type: Tubeless6 Month Manufacturing Warranty for All Electric parts except Normal Wear & Tear, Charger come with 1 Month Replacement Warranty","₹46,999",4.4,"2,269 Ratings & 225 Reviews","2,269 Ratings & 225 Reviews",,,,"Tubeless6 Month Manufacturing Warranty for All Electric parts except Normal Wear & Tear, Charger come with 1 Month Replacement Warranty",,60 km,25 kmph,4 Hr,Other,Motorcycle
"DELTIC Legion Booking for Ex-Showroom Price (With Charger, Grey)","Range: 80 kmMaximum Speed: 25 km/hCharging Time: 3 HrTire Type: TubelessVehicle Chassis, Motor, Controller (1 year), Lead Acid Battery (1 year as per policy) and Lithium-Ion Battery (36 months) as per Deltic warranty terms.","₹66,999",4.5,"5,258 Ratings & 513 Reviews","5,258 Ratings & 513 Reviews",,,,"TubelessVehicle Chassis, Motor, Controller (1 year), Lead Acid Battery (1 year as per policy) and Lithium-Ion Battery (36 months) as per Deltic warranty terms.",,80 km,25 km/h,3 Hr,Other,Motorcycle
Hero Xpulse 200 4V Pro Booking for Ex-Showroom Price,"Maximum Power: 19.1 PSEngine Capacity: 199.6 ccBrake Front: DiscTire Type: TubedConsole Feature: SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.","₹1,53,031",4.6,"12,660 Ratings & 1,293 Reviews","12,660 Ratings & 1,293 Reviews",19.1 PS,199.6 cc,Disc,Tubed,"SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.",,,,Hero,Motorcycle
"Ather Rizta Z 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Deccan ...","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km","₹1,84,044",4.4,"12,660 Ratings & 1,293 Reviews","12,660 Ratings & 1,293 Reviews",,,,"TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
Hero HF Deluxe Non i3S-Self Booking for Ex-Showroom Price,"Maximum Power: 7.91Engine Capacity: 97.2 ccBrake Front: DrumTire Type: TubedConsole Feature: SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.","₹64,923",4.5,135 Ratings & 50 Reviews,135 Ratings & 50 Reviews,7.91,97.2 cc,Drum,Tubed,"SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.",,,,Hero,Motorcycle
"Green Invicta White 60KM Booking for Ex-Showroom Price (with Portable Charger, White)","Range: 60 kmMaximum Speed: 25 kmphCharging Time: 4 HrTire Type: Tubeless6 Month Manufacturing Warranty for All Electric parts except Normal Wear & Tear, Charger come with 1 Month Replacement Warranty","₹46,999",4.5,38 Ratings & 11 Reviews,38 Ratings & 11 Reviews,,,,"Tubeless6 Month Manufacturing Warranty for All Electric parts except Normal Wear & Tear, Charger come with 1 Month Replacement Warranty",,60 km,25 kmph,4 Hr,Other,Motorcycle
KTM RC 200 GP Booking for Ex-Showroom Price,"Maximum Power: 25 PS @ 10000 RPMEngine Capacity: 199.5 ccBrake Front: DiscTire Type: TubelessConsole Feature: LCD DisplayBajaj Auto Limited will repair or replace at their KTM Authorised Workshops, free of charge, part or parts thereof as may be found, on examination, to have manufacturing defect within a period of 5 Years or 75,000 Kms., whichever is earlier from the date of sale subject to fulfilment of conditions stipulated in part A, B & C. Refer to the owner's manual at the time of delivery.","₹3,67,700",1.7,38 Ratings & 11 Reviews,38 Ratings & 11 Reviews,25 PS @ 10000 RPM,199.5 cc,Disc,Tubeless,"LCD DisplayBajaj Auto Limited will repair or replace at their KTM Authorised Workshops, free of charge, part or parts thereof as may be found, on examination, to have manufacturing defect within a period of 5 Years or 75,000 Kms., whichever is earlier from the date of sale subject to fulfilment of conditions stipulated in part A, B & C. Refer to the owner's manual at the time of delivery.",,,,KTM,Motorcycle
